image_id,label,original_image_path,original_mask_path,selected_image_path,selected_mask_path,height,width,n_pixels,image_mean,image_std,image_min,image_max,image_median,image_p05,image_p95,dynamic_range,image_skewness,image_kurtosis_excess,lesion_area_px,lesion_area_fraction,lesion_mean,lesion_std,lesion_min,lesion_max,background_mean,background_std,background_min,background_max,lesion_background_contrast
benign (256),benign,data\raw\benign\benign (256).png,data\raw\benign\benign (256)_mask.png,data\selected\busi_subset\benign\images\benign_256.png,data\selected\busi_subset\benign\masks\benign_256_mask.png,395,469,185255,58.36786651611328,45.956077575683594,0.0,255.0,54.0,1.0,146.0,255.0,0.7571661472320557,0.2173142433166504,17678,0.09542522469029176,67.39620208740234,23.837831497192383,13.0,171.0,57.41545104980469,47.595218658447266,0.0,255.0,-0.17383388710473727
malignant (139),malignant,data\raw\malignant\malignant (139).png,data\raw\malignant\malignant (139)_mask.png,data\selected\busi_subset\malignant\images\malignant_139.png,data\selected\busi_subset\malignant\masks\malignant_139_mask.png,474,549,260226,80.52327728271484,53.19970703125,0.0,255.0,69.0,16.0,180.0,255.0,0.6870405077934265,-0.4634876251220703,31649,0.12162120618231845,76.6864013671875,36.106895446777344,2.0,192.0,81.05452728271484,55.1293830871582,0.0,255.0,0.05389120215028322
benign (250),benign,data\raw\benign\benign (250).png,data\raw\benign\benign (250)_mask.png,data\selected\busi_subset\benign\images\benign_250.png,data\selected\busi_subset\benign\masks\benign_250_mask.png,394,469,184786,103.7259750366211,42.08004379272461,0.0,255.0,97.0,46.0,183.0,255.0,0.6806016564369202,0.1237936019897461,4554,0.02464472416741528,93.05445861816406,39.54730987548828,19.0,250.0,103.99560546875,42.1070442199707,0.0,255.0,0.10520778065782407
benign (385),benign,data\raw\benign\benign (385).png,data\raw\benign\benign (385)_mask.png,data\selected\busi_subset\benign\images\benign_385.png,data\selected\busi_subset\benign\masks\benign_385_mask.png,458,551,252358,41.797725677490234,54.40148162841797,0.0,255.0,8.0,1.0,156.0,255.0,1.2273063659667969,0.5055890083312988,9719,0.03851274776309845,27.161436080932617,30.060636520385742,0.0,195.0,42.38398742675781,55.07218933105469,0.0,255.0,0.35915807517023113
benign (279),benign,data\raw\benign\benign (279).png,data\raw\benign\benign (279)_mask.png,data\selected\busi_subset\benign\images\benign_279.png,data\selected\busi_subset\benign\masks\benign_279_mask.png,467,551,257317,80.07571411132812,44.151790618896484,0.0,255.0,71.0,22.0,162.0,255.0,0.7828993797302246,0.31329870223999023,11775,0.04576067651962366,67.59915161132812,47.79912567138672,0.0,237.0,80.67401885986328,43.8802375793457,0.0,255.0,0.16207035959899882
benign (61),benign,data\raw\benign\benign (61).png,data\raw\benign\benign (61)_mask.png,data\selected\busi_subset\benign\images\benign_61.png,data\selected\busi_subset\benign\masks\benign_61_mask.png,578,773,446794,99.71997833251953,43.12144088745117,0.0,251.0,102.0,28.0,170.0,251.0,0.04212973266839981,-0.5782985687255859,19209,0.04299296767637882,127.90837860107422,24.11054801940918,66.0,212.0,98.4535903930664,43.35411071777344,0.0,251.0,-0.2991743428291512
benign (240),benign,data\raw\benign\benign (240).png,data\raw\benign\benign (240)_mask.png,data\selected\busi_subset\benign\images\benign_240.png,data\selected\busi_subset\benign\masks\benign_240_mask.png,473,556,262988,90.44850158691406,42.816856384277344,0.0,255.0,84.0,33.0,170.0,255.0,0.6462646126747131,-0.08518719673156738,28187,0.10717979527583008,65.61695098876953,35.959617614746094,9.0,203.0,93.42945861816406,42.60544204711914,0.0,255.0,0.29768456371008584
benign (433),benign,data\raw\benign\benign (433).png,data\raw\benign\benign (433)_mask.png,data\selected\busi_subset\benign\images\benign_433.png,data\selected\busi_subset\benign\masks\benign_433_mask.png,462,550,254100,53.16157913208008,55.92219161987305,0.0,240.0,39.0,1.0,172.0,240.0,0.9634015560150146,-0.039968013763427734,3186,0.012538370720188902,28.231952667236328,41.08562469482422,0.0,234.0,53.47812271118164,56.014060974121094,0.0,240.0,0.47208407399734315
malignant (87),malignant,data\raw\malignant\malignant (87).png,data\raw\malignant\malignant (87)_mask.png,data\selected\busi_subset\malignant\images\malignant_87.png,data\selected\busi_subset\malignant\masks\malignant_87_mask.png,499,561,279939,61.99332046508789,58.30778503417969,0.0,255.0,52.0,1.0,170.0,255.0,0.6019331812858582,-0.6778500080108643,30544,0.10910948456628052,61.653778076171875,33.64057540893555,0.0,220.0,62.03490447998047,60.642921447753906,0.0,255.0,0.006143741284717399
benign (308),benign,data\raw\benign\benign (308).png,data\raw\benign\benign (308)_mask.png,data\selected\busi_subset\benign\images\benign_308.png,data\selected\busi_subset\benign\masks\benign_308_mask.png,468,552,258336,90.90392303466797,49.75001525878906,0.0,255.0,89.0,15.0,172.0,255.0,0.1587672233581543,-0.8413054943084717,4201,0.01626176762046327,110.31658935546875,71.09848022460938,12.0,255.0,90.58303833007812,49.25529479980469,0.0,255.0,-0.21785039878331824
benign (45),benign,data\raw\benign\benign (45).png,data\raw\benign\benign (45)_mask.png,data\selected\busi_subset\benign\images\benign_45.png,data\selected\busi_subset\benign\masks\benign_45_mask.png,580,775,449500,101.4527587890625,56.64202880859375,0.0,255.0,99.0,1.0,199.0,255.0,0.1703556776046753,-0.5019917488098145,31072,0.06912569521690767,10.032215118408203,26.1041202545166,0.0,222.0,108.24153900146484,52.24213409423828,0.0,255.0,0.9073164034803164
malignant (179),malignant,data\raw\malignant\malignant (179).png,data\raw\malignant\malignant (179)_mask.png,data\selected\busi_subset\malignant\images\malignant_179.png,data\selected\busi_subset\malignant\masks\malignant_179_mask.png,476,432,205632,79.46293640136719,52.46575927734375,0.0,255.0,67.0,12.0,173.0,255.0,0.5494321584701538,-0.5925559997558594,26254,0.1276746809835045,70.93238830566406,43.31037139892578,0.0,233.0,80.71147918701172,53.56104278564453,0.0,255.0,0.12116109106955533
benign (197),benign,data\raw\benign\benign (197).png,data\raw\benign\benign (197)_mask.png,data\selected\busi_subset\benign\images\benign_197.png,data\selected\busi_subset\benign\masks\benign_197_mask.png,465,547,254355,92.27171325683594,54.4417839050293,0.0,255.0,83.0,21.0,191.0,255.0,0.5621078610420227,-0.4600815773010254,3583,0.014086611232332763,62.950042724609375,42.37907028198242,6.0,228.0,92.690673828125,54.4805908203125,0.0,255.0,0.32085893728051507
malignant (110),malignant,data\raw\malignant\malignant (110).png,data\raw\malignant\malignant (110)_mask.png,data\selected\busi_subset\malignant\images\malignant_110.png,data\selected\busi_subset\malignant\masks\malignant_110_mask.png,470,557,261790,108.25022888183594,48.87141036987305,0.0,255.0,107.0,33.0,199.0,255.0,0.4528016149997711,0.10257697105407715,8899,0.03399289506856641,70.81559753417969,40.41297912597656,11.0,236.0,109.5675048828125,48.620391845703125,0.0,255.0,0.35368065912008273
benign (168),benign,data\raw\benign\benign (168).png,data\raw\benign\benign (168)_mask.png,data\selected\busi_subset\benign\images\benign_168.png,data\selected\busi_subset\benign\masks\benign_168_mask.png,471,557,262347,94.6729965209961,47.21438980102539,0.0,255.0,101.0,23.0,173.0,255.0,0.13732203841209412,-0.6347384452819824,12394,0.047242773883444444,35.8976936340332,19.823646545410156,2.0,161.0,97.5873794555664,46.26511001586914,0.0,255.0,0.6321481953852479
malignant (142),malignant,data\raw\malignant\malignant (142).png,data\raw\malignant\malignant (142)_mask.png,data\selected\busi_subset\malignant\images\malignant_142.png,data\selected\busi_subset\malignant\masks\malignant_142_mask.png,465,556,258540,109.92625427246094,64.39982604980469,0.0,255.0,114.0,15.0,208.0,255.0,0.01908383145928383,-1.10481595993042,80699,0.31213351899125863,63.55420684814453,56.28346633911133,0.0,255.0,130.96853637695312,56.33169937133789,0.0,255.0,0.5147368321321815
malignant (78),malignant,data\raw\malignant\malignant (78).png,data\raw\malignant\malignant (78)_mask.png,data\selected\busi_subset\malignant\images\malignant_78.png,data\selected\busi_subset\malignant\masks\malignant_78_mask.png,567,880,498960,73.82427215576172,54.001991271972656,0.0,255.0,62.0,8.0,178.0,255.0,0.7564788460731506,-0.3223741054534912,58379,0.11700136283469617,95.72669982910156,33.93675231933594,19.0,255.0,70.92210388183594,55.48002243041992,0.0,255.0,-0.34974422057607574
benign (210),benign,data\raw\benign\benign (210).png,data\raw\benign\benign (210)_mask.png,data\selected\busi_subset\benign\images\benign_210.png,data\selected\busi_subset\benign\masks\benign_210_mask.png,471,563,265173,88.84767150878906,51.22677993774414,0.0,255.0,87.0,19.0,183.0,255.0,0.5590875148773193,-0.1485729217529297,21372,0.08059644081411003,116.72132110595703,37.3559455871582,34.0,221.0,86.40425872802734,51.554019927978516,0.0,255.0,-0.35087463072681696
malignant (107),malignant,data\raw\malignant\malignant (107).png,data\raw\malignant\malignant (107)_mask.png,data\selected\busi_subset\malignant\images\malignant_107.png,data\selected\busi_subset\malignant\masks\malignant_107_mask.png,454,576,261504,83.537353515625,53.527828216552734,0.0,255.0,86.0,8.0,175.0,255.0,0.38438543677330017,-0.44661641120910645,31747,0.12140158467939305,107.33773040771484,44.967987060546875,16.0,255.0,80.24871826171875,53.78326416015625,0.0,255.0,-0.3375631752057877
malignant (50),malignant,data\raw\malignant\malignant (50).png,data\raw\malignant\malignant (50)_mask.png,data\selected\busi_subset\malignant\images\malignant_50.png,data\selected\busi_subset\malignant\masks\malignant_50_mask.png,469,567,265923,58.844200134277344,56.9929313659668,0.0,255.0,32.0,2.0,173.0,255.0,1.052494764328003,0.09172987937927246,21336,0.08023375187554292,76.16394805908203,37.966251373291016,0.0,213.0,57.333351135253906,58.11500549316406,0.0,255.0,-0.32844054198263856
malignant (64),malignant,data\raw\malignant\malignant (64).png,data\raw\malignant\malignant (64)_mask.png,data\selected\busi_subset\malignant\images\malignant_64.png,data\selected\busi_subset\malignant\masks\malignant_64_mask.png,479,772,369788,47.37398910522461,47.537254333496094,0.0,255.0,32.0,1.0,139.0,255.0,0.9254899024963379,0.06504440307617188,25526,0.06902874079202137,59.56095886230469,29.1451473236084,0.0,178.0,46.4703483581543,48.50293731689453,0.0,255.0,-0.2816981357755705
benign (291),benign,data\raw\benign\benign (291).png,data\raw\benign\benign (291)_mask.png,data\selected\busi_subset\benign\images\benign_291.png,data\selected\busi_subset\benign\masks\benign_291_mask.png,404,462,186648,72.85609436035156,54.786006927490234,0.0,255.0,74.0,1.0,170.0,255.0,0.3912193179130554,-0.6155345439910889,2070,0.01109039475376109,44.74251174926758,51.87499237060547,0.0,249.0,73.17138671875,54.735965728759766,0.0,255.0,0.38852447986081895
benign (48),benign,data\raw\benign\benign (48).png,data\raw\benign\benign (48)_mask.png,data\selected\busi_subset\benign\images\benign_48.png,data\selected\busi_subset\benign\masks\benign_48_mask.png,583,775,451825,63.6143798828125,60.66604232788086,0.0,255.0,37.0,1.0,179.0,255.0,0.7771161794662476,-0.6016666889190674,33097,0.07325181209539092,13.376439094543457,21.427793502807617,0.0,197.0,67.5852279663086,60.9895133972168,0.0,255.0,0.8020804322916179
benign (68),benign,data\raw\benign\benign (68).png,data\raw\benign\benign (68)_mask.png,data\selected\busi_subset\benign\images\benign_68.png,data\selected\busi_subset\benign\masks\benign_68_mask.png,587,682,400334,97.82349395751953,74.6517562866211,0.0,255.0,101.0,1.0,222.0,255.0,0.23398108780384064,-1.1790237426757812,79154,0.19771990388025998,18.444499969482422,28.80312728881836,0.0,228.0,117.3862533569336,69.32731628417969,0.0,255.0,0.8428734246945645
benign (55),benign,data\raw\benign\benign (55).png,data\raw\benign\benign (55)_mask.png,data\selected\busi_subset\benign\images\benign_55.png,data\selected\busi_subset\benign\masks\benign_55_mask.png,614,763,468482,97.77349853515625,59.63908004760742,0.0,255.0,99.0,2.0,199.0,255.0,0.1300647109746933,-0.863168478012085,8946,0.019095717658309176,53.17136001586914,26.856830596923828,11.0,175.0,98.64183044433594,59.770713806152344,0.0,255.0,0.4609653959079394
malignant (124),malignant,data\raw\malignant\malignant (124).png,data\raw\malignant\malignant (124)_mask.png,data\selected\busi_subset\malignant\images\malignant_124.png,data\selected\busi_subset\malignant\masks\malignant_124_mask.png,494,545,269230,70.76084899902344,69.6607894897461,0.0,255.0,53.0,1.0,199.0,255.0,0.7147977948188782,-0.6588790416717529,44941,0.16692419121197488,40.2037353515625,44.96409225463867,0.0,251.0,76.88362884521484,72.07819366455078,0.0,255.0,0.47708327559208896
benign (107),benign,data\raw\benign\benign (107).png,data\raw\benign\benign (107)_mask.png,data\selected\busi_subset\benign\images\benign_107.png,data\selected\busi_subset\benign\masks\benign_107_mask.png,616,759,467544,78.3057861328125,63.36029815673828,0.0,255.0,68.0,1.0,188.0,255.0,0.3814682066440582,-1.0608394145965576,9871,0.021112451448419826,51.66204071044922,26.130104064941406,5.0,153.0,78.88041687011719,63.80238723754883,0.0,255.0,0.3450587260591508
benign (97),benign,data\raw\benign\benign (97).png,data\raw\benign\benign (97)_mask.png,data\selected\busi_subset\benign\images\benign_97.png,data\selected\busi_subset\benign\masks\benign_97_mask.png,470,592,278240,90.2765121459961,54.54560852050781,0.0,255.0,82.0,21.0,196.0,255.0,0.7233290672302246,-0.07617926597595215,48233,0.17335034502587693,70.96040344238281,38.2016716003418,3.0,255.0,94.3271255493164,56.55486297607422,0.0,255.0,0.24772006958104253
benign (132),benign,data\raw\benign\benign (132).png,data\raw\benign\benign (132)_mask.png,data\selected\busi_subset\benign\images\benign_132.png,data\selected\busi_subset\benign\masks\benign_132_mask.png,483,552,266616,59.22766876220703,56.23063278198242,0.0,255.0,42.0,1.0,170.0,255.0,0.8585143685340881,-0.2172403335571289,6449,0.024188345785699283,18.47076988220215,32.775634765625,0.0,187.0,60.237945556640625,56.315513610839844,0.0,255.0,0.693369856517299
benign (229),benign,data\raw\benign\benign (229).png,data\raw\benign\benign (229)_mask.png,data\selected\busi_subset\benign\images\benign_229.png,data\selected\busi_subset\benign\masks\benign_229_mask.png,470,564,265080,85.1666488647461,54.956844329833984,0.0,255.0,71.0,21.0,193.0,255.0,0.7660096287727356,-0.3195962905883789,15129,0.05707333635129018,57.47385787963867,43.98221969604492,0.0,237.0,86.84284210205078,55.10670471191406,0.0,255.0,0.3381854336885724
benign (333),benign,data\raw\benign\benign (333).png,data\raw\benign\benign (333)_mask.png,data\selected\busi_subset\benign\images\benign_333.png,data\selected\busi_subset\benign\masks\benign_333_mask.png,569,777,442113,77.53797912597656,54.121978759765625,0.0,255.0,68.0,10.0,179.0,255.0,0.6530117988586426,-0.4652371406555176,48986,0.11079972767143241,96.92879486083984,33.085079193115234,19.0,231.0,75.12175750732422,55.723392486572266,0.0,255.0,-0.29028923276304597
benign (38),benign,data\raw\benign\benign (38).png,data\raw\benign\benign (38)_mask.png,data\selected\busi_subset\benign\images\benign_38.png,data\selected\busi_subset\benign\masks\benign_38_mask.png,484,550,266200,57.916263580322266,55.29988479614258,0.0,255.0,41.0,1.0,167.0,255.0,0.8766415119171143,-0.1744089126586914,6008,0.022569496619083397,13.56940746307373,26.213603973388672,0.0,185.0,58.94025802612305,55.374752044677734,0.0,255.0,0.7697769245469307
malignant (11),malignant,data\raw\malignant\malignant (11).png,data\raw\malignant\malignant (11)_mask.png,data\selected\busi_subset\malignant\images\malignant_11.png,data\selected\busi_subset\malignant\masks\malignant_11_mask.png,393,471,185103,78.7238540649414,40.45518493652344,0.0,250.0,73.0,17.0,155.0,250.0,0.7133756279945374,0.6572215557098389,11540,0.06234366811991162,62.531890869140625,27.983592987060547,12.0,194.0,79.8004379272461,40.92409896850586,0.0,250.0,0.2163966452375262
benign (46),benign,data\raw\benign\benign (46).png,data\raw\benign\benign (46)_mask.png,data\selected\busi_subset\benign\images\benign_46.png,data\selected\busi_subset\benign\masks\benign_46_mask.png,468,561,262548,129.4183807373047,60.6943473815918,0.0,255.0,136.0,28.0,229.0,255.0,-0.07737679034471512,-0.7750444412231445,2423,0.009228788640553346,73.71357727050781,43.311561584472656,21.0,215.0,129.93722534179688,60.5926628112793,0.0,255.0,0.43269854284687903
benign (153),benign,data\raw\benign\benign (153).png,data\raw\benign\benign (153)_mask.png,data\selected\busi_subset\benign\images\benign_153.png,data\selected\busi_subset\benign\masks\benign_153_mask.png,574,772,443128,137.529541015625,51.66084289550781,0.0,255.0,141.0,55.0,223.0,255.0,0.01631794311106205,-0.7747573852539062,2802,0.006323229405499088,78.93112182617188,42.73945236206055,12.0,210.0,137.9024200439453,51.499637603759766,0.0,255.0,0.4276306260231312
benign (203),benign,data\raw\benign\benign (203).png,data\raw\benign\benign (203)_mask.png,data\selected\busi_subset\benign\images\benign_203.png,data\selected\busi_subset\benign\masks\benign_203_mask.png,471,569,267999,104.02901458740234,62.0056037902832,0.0,255.0,110.0,18.0,206.0,255.0,0.15451306104660034,-0.9861750602722168,27411,0.10228023238892682,153.09930419921875,22.583728790283203,91.0,255.0,98.43827819824219,62.60214614868164,0.0,255.0,-0.5552822234999213
