image_id,label,method,speckle_index,high_frequency_energy,lesion_background_contrast,robust_bilateral_image_path,robust_bilateral_mask_path,robust_nlm_image_path,robust_nlm_mask_path
benign (431),benign,robust_nlm,0.6193892183401092,0.001195665444715813,0.48086211513395355,,,data\processed\preprocessed\robust_nlm\benign\images\benign_431.png,data\processed\preprocessed\robust_nlm\benign\masks\benign_431_mask.png
malignant (3),malignant,raw,0.6494082033668261,0.0016496510161806738,0.1206921631808821,,,,
malignant (3),malignant,robust_bilateral,0.7410780997414754,0.0011907365993141512,0.13749762653615683,data\processed\preprocessed\robust_bilateral\malignant\images\malignant_3.png,data\processed\preprocessed\robust_bilateral\malignant\masks\malignant_3_mask.png,,
malignant (3),malignant,robust_nlm,0.7417377157308902,0.001385090131607784,0.13973174600051183,,,data\processed\preprocessed\robust_nlm\malignant\images\malignant_3.png,data\processed\preprocessed\robust_nlm\malignant\masks\malignant_3_mask.png
benign (134),benign,raw,0.7940069158236359,0.005434962704745477,0.42330586097581135,,,,
benign (134),benign,robust_bilateral,0.7967246433429492,0.004352301351566915,0.4250459725248801,data\processed\preprocessed\robust_bilateral\benign\images\benign_134.png,data\processed\preprocessed\robust_bilateral\benign\masks\benign_134_mask.png,,
benign (134),benign,robust_nlm,0.8034828346096822,0.0045988503333013265,0.4315973491239707,,,data\processed\preprocessed\robust_nlm\benign\images\benign_134.png,data\processed\preprocessed\robust_nlm\benign\masks\benign_134_mask.png
malignant (152),malignant,raw,0.6399874628535177,0.001218231863085351,0.13801095158586016,,,,
malignant (152),malignant,robust_bilateral,0.6503920597548724,0.001029504616940295,0.1397855033608195,data\processed\preprocessed\robust_bilateral\malignant\images\malignant_152.png,data\processed\preprocessed\robust_bilateral\malignant\masks\malignant_152_mask.png,,
malignant (152),malignant,robust_nlm,0.6513773378140323,0.0011243297979316106,0.14006057913528072,,,data\processed\preprocessed\robust_nlm\malignant\images\malignant_152.png,data\processed\preprocessed\robust_nlm\malignant\masks\malignant_152_mask.png
benign (383),benign,raw,0.5522074612220632,0.0016353585427316014,0.6332975204545852,,,,
benign (383),benign,robust_bilateral,0.6341529932992008,0.0013954842425467579,0.7362985204038118,data\processed\preprocessed\robust_bilateral\benign\images\benign_383.png,data\processed\preprocessed\robust_bilateral\benign\masks\benign_383_mask.png,,
benign (383),benign,robust_nlm,0.6382936953288886,0.001468431068126286,0.7383480444088029,,,data\processed\preprocessed\robust_nlm\benign\images\benign_383.png,data\processed\preprocessed\robust_nlm\benign\masks\benign_383_mask.png
benign (283),benign,raw,0.826128343571421,0.0015453505646311943,0.2812917233576405,,,,
benign (283),benign,robust_bilateral,0.8283900904356823,0.0012106809995530547,0.28237801112024374,data\processed\preprocessed\robust_bilateral\benign\images\benign_283.png,data\processed\preprocessed\robust_bilateral\benign\masks\benign_283_mask.png,,
benign (283),benign,robust_nlm,0.8339551535230413,0.0011398810353137883,0.28797987148018417,,,data\processed\preprocessed\robust_nlm\benign\images\benign_283.png,data\processed\preprocessed\robust_nlm\benign\masks\benign_283_mask.png
benign (423),benign,raw,0.9732744729514137,0.003989573609219532,0.026422605771659873,,,,
benign (423),benign,robust_bilateral,0.9636315418742848,0.0031013632215134363,0.022760403493661915,data\processed\preprocessed\robust_bilateral\benign\images\benign_423.png,data\processed\preprocessed\robust_bilateral\benign\masks\benign_423_mask.png,,
benign (423),benign,robust_nlm,0.9698695114468814,0.0030422413202719784,0.023054422794721426,,,data\processed\preprocessed\robust_nlm\benign\images\benign_423.png,data\processed\preprocessed\robust_nlm\benign\masks\benign_423_mask.png
benign (70),benign,raw,0.5522707012361315,0.0017796679386342831,0.4734471578057183,,,,
benign (70),benign,robust_bilateral,0.6384597951559724,0.001439121345202833,0.5598286961166544,data\processed\preprocessed\robust_bilateral\benign\images\benign_70.png,data\processed\preprocessed\robust_bilateral\benign\masks\benign_70_mask.png,,
benign (70),benign,robust_nlm,0.6451702901933176,0.0012694063937350834,0.5632267269030354,,,data\processed\preprocessed\robust_nlm\benign\images\benign_70.png,data\processed\preprocessed\robust_nlm\benign\masks\benign_70_mask.png
benign (235),benign,raw,0.6526705825905029,0.003219792143726658,0.3282433699478457,,,,
benign (235),benign,robust_bilateral,0.7581853351664597,0.003073259542680057,0.3868755667054273,data\processed\preprocessed\robust_bilateral\benign\images\benign_235.png,data\processed\preprocessed\robust_bilateral\benign\masks\benign_235_mask.png,,
benign (235),benign,robust_nlm,0.7645039564357566,0.003237763024560902,0.38715931756079275,,,data\processed\preprocessed\robust_nlm\benign\images\benign_235.png,data\processed\preprocessed\robust_nlm\benign\masks\benign_235_mask.png
malignant (56),malignant,raw,0.7844433531304695,0.0016108096912992218,0.3463114741334308,,,,
malignant (56),malignant,robust_bilateral,0.7849394039437455,0.001107270498066479,0.3530168457698225,data\processed\preprocessed\robust_bilateral\malignant\images\malignant_56.png,data\processed\preprocessed\robust_bilateral\malignant\masks\malignant_56_mask.png,,
malignant (56),malignant,robust_nlm,0.7916253258376001,0.0009220782175421332,0.35466075991323215,,,data\processed\preprocessed\robust_nlm\malignant\images\malignant_56.png,data\processed\preprocessed\robust_nlm\malignant\masks\malignant_56_mask.png
malignant (31),malignant,raw,1.0018050161622807,0.0013576531358341897,0.6633187443670393,,,,
malignant (31),malignant,robust_bilateral,1.0016939157788376,0.0009718951137504117,0.6662343589618367,data\processed\preprocessed\robust_bilateral\malignant\images\malignant_31.png,data\processed\preprocessed\robust_bilateral\malignant\masks\malignant_31_mask.png,,
malignant (31),malignant,robust_nlm,1.0036216338197537,0.00096716169824858,0.6675900920483032,,,data\processed\preprocessed\robust_nlm\malignant\images\malignant_31.png,data\processed\preprocessed\robust_nlm\malignant\masks\malignant_31_mask.png
benign (236),benign,raw,0.5453589067945114,0.003956828709444241,0.06104313471541895,,,,
benign (236),benign,robust_bilateral,0.6872749890611103,0.004170513162892742,0.07546448351381975,data\processed\preprocessed\robust_bilateral\benign\images\benign_236.png,data\processed\preprocessed\robust_bilateral\benign\masks\benign_236_mask.png,,
benign (236),benign,robust_nlm,0.6975801930418007,0.004106221965405966,0.07525263926564944,,,data\processed\preprocessed\robust_nlm\benign\images\benign_236.png,data\processed\preprocessed\robust_nlm\benign\masks\benign_236_mask.png
malignant (91),malignant,raw,0.7839321937625136,0.00110916376167499,0.10850491427656625,,,,
malignant (91),malignant,robust_bilateral,0.7886178409911451,0.0008913311027079688,0.1082477997615569,data\processed\preprocessed\robust_bilateral\malignant\images\malignant_91.png,data\processed\preprocessed\robust_bilateral\malignant\masks\malignant_91_mask.png,,
malignant (91),malignant,robust_nlm,0.7905651965768772,0.0006966086185382424,0.10984924018271232,,,data\processed\preprocessed\robust_nlm\malignant\images\malignant_91.png,data\processed\preprocessed\robust_nlm\malignant\masks\malignant_91_mask.png
benign (420),benign,raw,0.7934485211886716,0.0017065835128825156,-0.19518927076779655,,,,
benign (420),benign,robust_bilateral,0.7992343692362702,0.0014707482790634076,-0.19912042345052247,data\processed\preprocessed\robust_bilateral\benign\images\benign_420.png,data\processed\preprocessed\robust_bilateral\benign\masks\benign_420_mask.png,,
benign (420),benign,robust_nlm,0.8019262719096202,0.001493930315707782,-0.19787534547628696,,,data\processed\preprocessed\robust_nlm\benign\images\benign_420.png,data\processed\preprocessed\robust_nlm\benign\masks\benign_420_mask.png
benign (40),benign,raw,0.5372080438215813,0.0016492111541086055,0.7701961905703081,,,,
benign (40),benign,robust_bilateral,0.561685986459731,0.001516345065987438,0.8077197350192464,data\processed\preprocessed\robust_bilateral\benign\images\benign_40.png,data\processed\preprocessed\robust_bilateral\benign\masks\benign_40_mask.png,,
benign (40),benign,robust_nlm,0.5662362249093676,0.0012649281000755668,0.811543068270457,,,data\processed\preprocessed\robust_nlm\benign\images\benign_40.png,data\processed\preprocessed\robust_nlm\benign\masks\benign_40_mask.png
malignant (98),malignant,raw,0.8023189098091414,0.0025002054643609994,-0.5029360833817087,,,,
malignant (98),malignant,robust_bilateral,0.7977002670411922,0.0018753686713568296,-0.5076259540971692,data\processed\preprocessed\robust_bilateral\malignant\images\malignant_98.png,data\processed\preprocessed\robust_bilateral\malignant\masks\malignant_98_mask.png,,
malignant (98),malignant,robust_nlm,0.8011409918561814,0.0019405754053333185,-0.5055719072141357,,,data\processed\preprocessed\robust_nlm\malignant\images\malignant_98.png,data\processed\preprocessed\robust_nlm\malignant\masks\malignant_98_mask.png
benign (214),benign,raw,0.415817017135134,0.0038457886107968148,0.330353145897683,,,,
benign (214),benign,robust_bilateral,0.533322840469514,0.0021755017122728404,0.47173551891592513,data\processed\preprocessed\robust_bilateral\benign\images\benign_214.png,data\processed\preprocessed\robust_bilateral\benign\masks\benign_214_mask.png,,
benign (214),benign,robust_nlm,0.5428410706730414,0.005105301253149834,0.4320417830033554,,,data\processed\preprocessed\robust_nlm\benign\images\benign_214.png,data\processed\preprocessed\robust_nlm\benign\masks\benign_214_mask.png
malignant (196),malignant,raw,0.5362877349061922,0.0036766405449070072,0.3478159436719461,,,,
malignant (196),malignant,robust_bilateral,0.6198262793386214,0.0012168624410413657,0.4063568806400828,data\processed\preprocessed\robust_bilateral\malignant\images\malignant_196.png,data\processed\preprocessed\robust_bilateral\malignant\masks\malignant_196_mask.png,,
malignant (196),malignant,robust_nlm,0.6263889358070089,0.003674448535256584,0.40564812531067135,,,data\processed\preprocessed\robust_nlm\malignant\images\malignant_196.png,data\processed\preprocessed\robust_nlm\malignant\masks\malignant_196_mask.png
benign (19),benign,raw,0.5777853913620856,0.003616728335728112,0.5349320226837156,,,,
benign (19),benign,robust_bilateral,0.6627264375768722,0.0038244582531349923,0.6212763945400654,data\processed\preprocessed\robust_bilateral\benign\images\benign_19.png,data\processed\preprocessed\robust_bilateral\benign\masks\benign_19_mask.png,,
benign (19),benign,robust_nlm,0.6694091968651092,0.003394351744462842,0.6302630040668287,,,data\processed\preprocessed\robust_nlm\benign\images\benign_19.png,data\processed\preprocessed\robust_nlm\benign\masks\benign_19_mask.png
benign (232),benign,raw,0.9824039320681583,0.005995587527483134,-0.39483584788147313,,,,
benign (232),benign,robust_bilateral,0.9918429301630287,0.003087084503038534,-0.3856226405658343,data\processed\preprocessed\robust_bilateral\benign\images\benign_232.png,data\processed\preprocessed\robust_bilateral\benign\masks\benign_232_mask.png,,
benign (232),benign,robust_nlm,0.9971081967082974,0.00543919821984115,-0.4082942264437234,,,data\processed\preprocessed\robust_nlm\benign\images\benign_232.png,data\processed\preprocessed\robust_nlm\benign\masks\benign_232_mask.png
benign (320),benign,raw,0.5270507073451388,0.0019194030006563195,0.4453103540762527,,,,
benign (320),benign,robust_bilateral,0.6071728132023547,0.0018934198388720405,0.5166557949288434,data\processed\preprocessed\robust_bilateral\benign\images\benign_320.png,data\processed\preprocessed\robust_bilateral\benign\masks\benign_320_mask.png,,
benign (320),benign,robust_nlm,0.6105219976945153,0.0019010967616924866,0.5198448719926245,,,data\processed\preprocessed\robust_nlm\benign\images\benign_320.png,data\processed\preprocessed\robust_nlm\benign\masks\benign_320_mask.png
benign (71),benign,raw,0.6306869484261014,0.0032512443871203435,0.20527954458650458,,,,
benign (71),benign,robust_bilateral,0.7356170511996458,0.002952621116262477,0.19144458361559846,data\processed\preprocessed\robust_bilateral\benign\images\benign_71.png,data\processed\preprocessed\robust_bilateral\benign\masks\benign_71_mask.png,,
benign (71),benign,robust_nlm,0.7420217303907296,0.0028359314921836327,0.19157663592129112,,,data\processed\preprocessed\robust_nlm\benign\images\benign_71.png,data\processed\preprocessed\robust_nlm\benign\masks\benign_71_mask.png
malignant (202),malignant,raw,0.6910293078509049,0.001751174463467353,0.2995809518376097,,,,
malignant (202),malignant,robust_bilateral,0.6932379481046396,0.0011119525267061477,0.3033507284450517,data\processed\preprocessed\robust_bilateral\malignant\images\malignant_202.png,data\processed\preprocessed\robust_bilateral\malignant\masks\malignant_202_mask.png,,
malignant (202),malignant,robust_nlm,0.6949434771789385,0.001102273357019169,0.3051994808196858,,,data\processed\preprocessed\robust_nlm\malignant\images\malignant_202.png,data\processed\preprocessed\robust_nlm\malignant\masks\malignant_202_mask.png
benign (190),benign,raw,0.6002513022975762,0.0017806484514497694,0.9131556144436618,,,,
benign (190),benign,robust_bilateral,0.5965939514279796,0.0008963090149693518,0.9262923347080879,data\processed\preprocessed\robust_bilateral\benign\images\benign_190.png,data\processed\preprocessed\robust_bilateral\benign\masks\benign_190_mask.png,,
benign (190),benign,robust_nlm,0.6018509084972272,0.0007758344416363584,0.9281790122696132,,,data\processed\preprocessed\robust_nlm\benign\images\benign_190.png,data\processed\preprocessed\robust_nlm\benign\masks\benign_190_mask.png
benign (49),benign,raw,0.8358663978950356,0.0011842028953544742,0.8048806531704716,,,,
benign (49),benign,robust_bilateral,0.8442906429616105,0.0009011858476659417,0.8136179799695555,data\processed\preprocessed\robust_bilateral\benign\images\benign_49.png,data\processed\preprocessed\robust_bilateral\benign\masks\benign_49_mask.png,,
benign (49),benign,robust_nlm,0.8456300497279773,0.001042870297053656,0.8147242315187629,,,data\processed\preprocessed\robust_nlm\benign\images\benign_49.png,data\processed\preprocessed\robust_nlm\benign\masks\benign_49_mask.png
benign (399),benign,raw,0.4791473298115865,0.0012913954511146405,0.21224048347596586,,,,
benign (399),benign,robust_bilateral,0.6153307829341983,0.0012318322189928566,0.2736723844144391,data\processed\preprocessed\robust_bilateral\benign\images\benign_399.png,data\processed\preprocessed\robust_bilateral\benign\masks\benign_399_mask.png,,
benign (399),benign,robust_nlm,0.6181794475645408,0.0013127595363235595,0.27420333533885877,,,data\processed\preprocessed\robust_nlm\benign\images\benign_399.png,data\processed\preprocessed\robust_nlm\benign\masks\benign_399_mask.png
